time,mesh,ex_volume
2024-03-02 00:10:00,503311633,1026
2024-03-02 00:10:00,503311634,1046
2024-03-02 00:10:00,503311641,1753
2024-03-02 00:10:00,503311642,450
2024-03-02 00:10:00,503311643,640
2024-03-02 00:10:00,503311644,900
2024-03-02 00:10:00,503311651,448
2024-03-02 00:10:00,503311652,1680
2024-03-02 00:10:00,503311653,1972
2024-03-02 00:10:00,503311654,878
2024-03-02 00:10:00,503311661,2316
2024-03-02 00:10:00,503311662,2136
2024-03-02 00:10:00,503311663,1810
2024-03-02 00:10:00,503311664,1893
2024-03-02 00:10:00,503311671,2323
2024-03-02 00:10:00,503311672,2383
2024-03-02 00:10:00,503311673,2933
2024-03-02 00:10:00,503311674,1891
2024-03-02 00:10:00,503311681,2129
2024-03-02 00:10:00,503311682,688
2024-03-02 00:10:00,503311683,422
2024-03-02 00:10:00,503311684,490
2024-03-02 00:10:00,503311691,223
2024-03-02 00:10:00,503311692,1000
2024-03-02 00:10:00,503311693,680
2024-03-02 00:10:00,503311694,123
2024-03-02 00:10:00,503311722,146
2024-03-02 00:10:00,503311724,307
2024-03-02 00:10:00,503311731,339
2024-03-02 00:10:00,503311732,267
2024-03-02 00:10:00,503311733,759
2024-03-02 00:10:00,503311734,74
2024-03-02 00:10:00,503311741,516
2024-03-02 00:10:00,503311742,102
2024-03-02 00:10:00,503311743,326
2024-03-02 00:10:00,503311744,462
2024-03-02 00:10:00,503311751,716
2024-03-02 00:10:00,503311752,197
2024-03-02 00:10:00,503311753,350
2024-03-02 00:10:00,503311754,801
2024-03-02 00:10:00,503311761,1211
2024-03-02 00:10:00,503311762,1201
2024-03-02 00:10:00,503311763,1157
2024-03-02 00:10:00,503311764,469
2024-03-02 00:10:00,503311771,1298
2024-03-02 00:10:00,503311772,716
2024-03-02 00:10:00,503311773,1171
2024-03-02 00:10:00,503311774,1125
2024-03-02 00:10:00,503311781,770
2024-03-02 00:10:00,503311782,688
2024-03-02 00:10:00,503311783,110
2024-03-02 00:10:00,503311784,991
2024-03-02 00:10:00,503311791,1662
2024-03-02 00:10:00,503311792,600
2024-03-02 00:10:00,503311793,2439
2024-03-02 00:10:00,503311794,1682
2024-03-02 00:10:00,503311822,1960
2024-03-02 00:10:00,503311824,2013
2024-03-02 00:10:00,503311831,2083
2024-03-02 00:10:00,503311832,138
2024-03-02 00:10:00,503311833,280
2024-03-02 00:10:00,503311834,179
2024-03-02 00:10:00,503311841,189
2024-03-02 00:10:00,503311842,195
2024-03-02 00:10:00,503311843,212
2024-03-02 00:10:00,503311844,725
2024-03-02 00:10:00,503311851,120
2024-03-02 00:10:00,503311852,164
2024-03-02 00:10:00,503311853,807
2024-03-02 00:10:00,503311854,459
2024-03-02 00:10:00,503311861,1349
2024-03-02 00:10:00,503311862,446
2024-03-02 00:10:00,503311863,435
2024-03-02 00:10:00,503311864,683
2024-03-02 00:10:00,503311871,322
2024-03-02 00:10:00,503311872,177
2024-03-02 00:10:00,503311873,486
2024-03-02 00:10:00,503311874,203
2024-03-02 00:10:00,503311881,617
2024-03-02 00:10:00,503311882,824
2024-03-02 00:10:00,503311883,1337
2024-03-02 00:10:00,503311884,1655
2024-03-02 00:10:00,503311891,1906
2024-03-02 00:10:00,503311892,889
2024-03-02 00:10:00,503311893,1729
2024-03-02 00:10:00,503311894,3463
2024-03-02 00:10:00,503311922,814
2024-03-02 00:10:00,503311924,717
2024-03-02 00:10:00,503311931,357
2024-03-02 00:10:00,503311932,1480
2024-03-02 00:10:00,503311933,223
2024-03-02 00:10:00,503311934,76
2024-03-02 00:10:00,503311941,497
2024-03-02 00:10:00,503311942,1448
2024-03-02 00:10:00,503311943,94
2024-03-02 00:10:00,503311944,1927
2024-03-02 00:10:00,503311951,1731
2024-03-02 00:10:00,503311952,602
2024-03-02 00:10:00,503311953,2115
2024-03-02 00:10:00,503311954,540
2024-03-02 00:10:00,503311961,456
2024-03-02 00:10:00,503311962,216
2024-03-02 00:10:00,503311963,227
2024-03-02 00:10:00,503311964,702
2024-03-02 00:10:00,503311971,300
2024-03-02 00:10:00,503311972,307
2024-03-02 00:10:00,503311973,383
2024-03-02 00:10:00,503311974,425
2024-03-02 00:10:00,503311981,782
2024-03-02 00:10:00,503311982,309
2024-03-02 00:10:00,503311983,521
2024-03-02 00:10:00,503311984,520
2024-03-02 00:10:00,503311991,108
2024-03-02 00:10:00,503311992,614
2024-03-02 00:10:00,503311993,706
2024-03-02 00:10:00,503311994,354
2024-03-02 00:10:00,503312001,1315
2024-03-02 00:10:00,503312002,621
2024-03-02 00:10:00,503312003,845
2024-03-02 00:10:00,503312004,1746
2024-03-02 00:10:00,503312011,1069
2024-03-02 00:10:00,503312012,841
2024-03-02 00:10:00,503312013,1418
2024-03-02 00:10:00,503312014,1395
2024-03-02 00:10:00,503312021,1238
2024-03-02 00:10:00,503312022,1529
2024-03-02 00:10:00,503312023,1018
2024-03-02 00:10:00,503312024,836
2024-03-02 00:10:00,503312031,1607
2024-03-02 00:10:00,503312032,706
2024-03-02 00:10:00,503312033,772
2024-03-02 00:10:00,503312034,1261
2024-03-02 00:10:00,503312041,1738
2024-03-02 00:10:00,503312042,58
2024-03-02 00:10:00,503312043,957
2024-03-02 00:10:00,503312044,648
2024-03-02 00:10:00,503312051,1078
2024-03-02 00:10:00,503312052,800
2024-03-02 00:10:00,503312053,1067
2024-03-02 00:10:00,503312054,415
2024-03-02 00:10:00,503312061,268
2024-03-02 00:10:00,503312062,344
2024-03-02 00:10:00,503312063,529
2024-03-02 00:10:00,503312064,292
2024-03-02 00:10:00,503312071,1121
2024-03-02 00:10:00,503312072,222
2024-03-02 00:10:00,503312073,65
2024-03-02 00:10:00,503312074,432
2024-03-02 00:10:00,503312081,216
2024-03-02 00:10:00,503312082,224
2024-03-02 00:10:00,503312083,85
2024-03-02 00:10:00,503312084,153
2024-03-02 00:10:00,503312091,573
2024-03-02 00:10:00,503312092,105
2024-03-02 00:10:00,503312093,312
2024-03-02 00:10:00,503312094,440
2024-03-02 00:10:00,503312101,645
2024-03-02 00:10:00,503312102,298
2024-03-02 00:10:00,503312103,553
2024-03-02 00:10:00,503312104,2089
2024-03-02 00:10:00,503312111,94
2024-03-02 00:10:00,503312112,500
2024-03-02 00:10:00,503312113,75
2024-03-02 00:10:00,503312114,298
2024-03-02 00:10:00,503312121,681
2024-03-02 00:10:00,503312122,347
2024-03-02 00:10:00,503312123,1414
2024-03-02 00:10:00,503312124,776
2024-03-02 00:10:00,503312131,478
2024-03-02 00:10:00,503312132,719
2024-03-02 00:10:00,503312133,916
2024-03-02 00:10:00,503312134,1068
2024-03-02 00:10:00,503312141,821
2024-03-02 00:10:00,503312142,674
2024-03-02 00:10:00,503312143,1111
2024-03-02 00:10:00,503312144,1105
2024-03-02 00:10:00,503312151,1357
2024-03-02 00:10:00,503312152,1028
2024-03-02 00:10:00,503312153,1208
2024-03-02 00:10:00,503312154,63
2024-03-02 00:10:00,503312161,660
2024-03-02 00:10:00,503312162,149
2024-03-02 00:10:00,503312163,113
2024-03-02 00:10:00,503312164,165
2024-03-02 00:10:00,503312171,80
2024-03-02 00:10:00,503312172,60
2024-03-02 00:10:00,503312173,78
2024-03-02 00:10:00,503312174,255
2024-03-02 00:10:00,503312181,81
2024-03-02 00:10:00,503312182,196
2024-03-02 00:10:00,503312183,227
2024-03-02 00:10:00,503312184,175
2024-03-02 00:10:00,503312191,221
2024-03-02 00:10:00,503312192,105
2024-03-02 00:10:00,503312193,170
2024-03-02 00:10:00,503312194,185
2024-03-02 00:10:00,503312201,1371
2024-03-02 00:10:00,503312202,72
2024-03-02 00:10:00,503312203,751
2024-03-02 00:10:00,503312204,683
2024-03-02 00:10:00,503312211,65
2024-03-02 00:10:00,503312212,218
2024-03-02 00:10:00,503312213,99
2024-03-02 00:10:00,503312214,1393
2024-03-02 00:10:00,503312221,1437
2024-03-02 00:10:00,503312222,494
2024-03-02 00:10:00,503312223,1203
2024-03-02 00:10:00,503312224,808
2024-03-02 00:10:00,503312231,262
2024-03-02 00:10:00,503312232,891
2024-03-02 00:10:00,503312233,1003
2024-03-02 00:10:00,503312234,439
2024-03-02 00:10:00,503312241,631
2024-03-02 00:10:00,503312242,1126
2024-03-02 00:10:00,503312243,392
2024-03-02 00:10:00,503312244,1110
2024-03-02 00:10:00,503312251,1902
2024-03-02 00:10:00,503312252,706
2024-03-02 00:10:00,503312253,2668
2024-03-02 00:10:00,503312254,103
2024-03-02 00:10:00,503312261,237
2024-03-02 00:10:00,503312262,225
2024-03-02 00:10:00,503312263,183
2024-03-02 00:10:00,503312264,78
2024-03-02 00:10:00,503312271,122
2024-03-02 00:10:00,503312272,93
2024-03-02 00:10:00,503312273,84
2024-03-02 00:10:00,503312274,361
2024-03-02 00:10:00,503312281,253
2024-03-02 00:10:00,503312282,132
2024-03-02 00:10:00,503312283,408
2024-03-02 00:10:00,503312284,242
2024-03-02 00:10:00,503312291,208
2024-03-02 00:10:00,503312292,86
2024-03-02 00:10:00,503312293,279
2024-03-02 00:10:00,503312294,165
2024-03-02 00:10:00,503312301,535
2024-03-02 00:10:00,503312302,364
2024-03-02 00:10:00,503312303,288
2024-03-02 00:10:00,503312304,736
2024-03-02 00:10:00,503312311,634
2024-03-02 00:10:00,503312312,542
2024-03-02 00:10:00,503312313,780
2024-03-02 00:10:00,503312314,683
2024-03-02 00:10:00,503312321,1163
2024-03-02 00:10:00,503312322,387
2024-03-02 00:10:00,503312323,459
2024-03-02 00:10:00,503312324,889
2024-03-02 00:10:00,503312331,767
2024-03-02 00:10:00,503312332,647
2024-03-02 00:10:00,503312333,338
2024-03-02 00:10:00,503312334,812
2024-03-02 00:10:00,503312341,143
2024-03-02 00:10:00,503312342,165
2024-03-02 00:10:00,503312343,1644
2024-03-02 00:10:00,503312344,193
2024-03-02 00:10:00,503312351,1507
2024-03-02 00:10:00,503312352,699
2024-03-02 00:10:00,503312353,1302
2024-03-02 00:10:00,503312354,104
2024-03-02 00:10:00,503312361,296
2024-03-02 00:10:00,503312362,313
2024-03-02 00:10:00,503312363,129
2024-03-02 00:10:00,503312364,86
2024-03-02 00:10:00,503312371,239
2024-03-02 00:10:00,503312372,77
2024-03-02 00:10:00,503312373,101
2024-03-02 00:10:00,503312374,103
2024-03-02 00:10:00,503312381,684
2024-03-02 00:10:00,503312382,84
2024-03-02 00:10:00,503312383,246
2024-03-02 00:10:00,503312384,257
2024-03-02 00:10:00,503312391,438
2024-03-02 00:10:00,503312392,155
2024-03-02 00:10:00,503312393,627
2024-03-02 00:10:00,503312394,465
2024-03-02 00:10:00,503312401,481
2024-03-02 00:10:00,503312402,522
2024-03-02 00:10:00,503312403,311
2024-03-02 00:10:00,503312404,276
2024-03-02 00:10:00,503312411,413
2024-03-02 00:10:00,503312412,409
2024-03-02 00:10:00,503312413,183
2024-03-02 00:10:00,503312414,284
2024-03-02 00:10:00,503312421,571
2024-03-02 00:10:00,503312422,692
2024-03-02 00:10:00,503312423,1124
2024-03-02 00:10:00,503312424,254
2024-03-02 00:10:00,503312431,217
2024-03-02 00:10:00,503312432,227
2024-03-02 00:10:00,503312433,492
2024-03-02 00:10:00,503312434,443
2024-03-02 00:10:00,503312441,1622
2024-03-02 00:10:00,503312442,221
2024-03-02 00:10:00,503312443,388
2024-03-02 00:10:00,503312444,1703
2024-03-02 00:10:00,503312451,1998
2024-03-02 00:10:00,503312452,1681
2024-03-02 00:10:00,503312453,1301
2024-03-02 00:10:00,503312454,86
2024-03-02 00:10:00,503312461,182
2024-03-02 00:10:00,503312462,161
2024-03-02 00:10:00,503312463,107
2024-03-02 00:10:00,503312464,264
2024-03-02 00:10:00,503312471,280
2024-03-02 00:10:00,503312472,168
2024-03-02 00:10:00,503312473,734
2024-03-02 00:10:00,503312474,406
2024-03-02 00:10:00,503312481,86
2024-03-02 00:10:00,503312482,307
2024-03-02 00:10:00,503312483,104
2024-03-02 00:10:00,503312484,275
2024-03-02 00:10:00,503312491,372
2024-03-02 00:10:00,503312492,268
2024-03-02 00:10:00,503312493,502
2024-03-02 00:10:00,503312494,1512
2024-03-02 00:10:00,503312501,210
2024-03-02 00:10:00,503312502,1356
2024-03-02 00:10:00,503312503,976
2024-03-02 00:10:00,503312504,188
2024-03-02 00:10:00,503312511,489
2024-03-02 00:10:00,503312512,129
2024-03-02 00:10:00,503312513,169
2024-03-02 00:10:00,503312514,359
2024-03-02 00:10:00,503312521,482
2024-03-02 00:10:00,503312522,266
2024-03-02 00:10:00,503312523,330
2024-03-02 00:10:00,503312524,341
2024-03-02 00:10:00,503312531,592
2024-03-02 00:10:00,503312532,693
2024-03-02 00:10:00,503312533,345
2024-03-02 00:10:00,503312534,115
2024-03-02 00:10:00,503312541,236
2024-03-02 00:10:00,503312542,710
2024-03-02 00:10:00,503312543,1158
2024-03-02 00:10:00,503312544,1224
2024-03-02 00:10:00,503312551,606
2024-03-02 00:10:00,503312552,2038
2024-03-02 00:10:00,503312553,1404
2024-03-02 00:10:00,503312554,492
2024-03-02 00:10:00,503312561,250
2024-03-02 00:10:00,503312562,101
2024-03-02 00:10:00,503312563,930
2024-03-02 00:10:00,503312564,391
2024-03-02 00:10:00,503312571,370
2024-03-02 00:10:00,503312572,151
2024-03-02 00:10:00,503312573,265
2024-03-02 00:10:00,503312574,175
2024-03-02 00:10:00,503312581,518
2024-03-02 00:10:00,503312582,726
2024-03-02 00:10:00,503312583,316
2024-03-02 00:10:00,503312584,319
2024-03-02 00:10:00,503312591,333
2024-03-02 00:10:00,503312592,429
2024-03-02 00:10:00,503312593,1277
2024-03-02 00:10:00,503312594,96
2024-03-02 00:10:00,503312601,856
2024-03-02 00:10:00,503312602,603
2024-03-02 00:10:00,503312603,972
2024-03-02 00:10:00,503312604,93
2024-03-02 00:10:00,503312611,327
2024-03-02 00:10:00,503312612,920
2024-03-02 00:10:00,503312613,1388
2024-03-02 00:10:00,503312614,672
2024-03-02 00:10:00,503312621,660
2024-03-02 00:10:00,503312622,828
2024-03-02 00:10:00,503312623,265
2024-03-02 00:10:00,503312624,614
2024-03-02 00:10:00,503312631,594
2024-03-02 00:10:00,503312632,718
2024-03-02 00:10:00,503312633,609
2024-03-02 00:10:00,503312634,310
2024-03-02 00:10:00,503312641,600
2024-03-02 00:10:00,503312642,445
2024-03-02 00:10:00,503312643,496
2024-03-02 00:10:00,503312644,1870
2024-03-02 00:10:00,503312651,2712
2024-03-02 00:10:00,503312652,1898
2024-03-02 00:10:00,503312653,2835
2024-03-02 00:10:00,503312654,5235
2024-03-02 00:10:00,503312661,4275
2024-03-02 00:10:00,503312662,4495
2024-03-02 00:10:00,503312663,4944
2024-03-02 00:10:00,503312664,3548
2024-03-02 00:10:00,503312671,3349
2024-03-02 00:10:00,503312672,2685
2024-03-02 00:10:00,503312673,2720
2024-03-02 00:10:00,503312674,8643
2024-03-02 00:10:00,503312681,3222
2024-03-02 00:10:00,503312682,8579
2024-03-02 00:10:00,503312683,3215
2024-03-02 00:10:00,503312684,3983
2024-03-02 00:10:00,503312691,2758
2024-03-02 00:10:00,503312692,2698
2024-03-02 00:10:00,503312693,2447
2024-03-02 00:10:00,503312694,4121
2024-03-02 00:10:00,503312701,4405
2024-03-02 00:10:00,503312702,2744
2024-03-02 00:10:00,503312703,3770
2024-03-02 00:10:00,503312704,4238
2024-03-02 00:10:00,503312711,4154
2024-03-02 00:10:00,503312712,3550
2024-03-02 00:10:00,503312713,2117
2024-03-02 00:10:00,503312714,2552
2024-03-02 00:10:00,503312721,1344
2024-03-02 00:10:00,503312722,1288
2024-03-02 00:10:00,503312723,1155
2024-03-02 00:10:00,503312724,1717
2024-03-02 00:10:00,503312731,1665
2024-03-02 00:10:00,503312732,1182
2024-03-02 00:10:00,503312733,821
2024-03-02 00:10:00,503312734,240
2024-03-02 00:10:00,503312741,102
2024-03-02 00:10:00,503312742,106
2024-03-02 00:10:00,503312743,851
2024-03-02 00:10:00,503312744,2320
2024-03-02 00:10:00,503312751,1599
2024-03-02 00:10:00,503312752,1969
2024-03-02 00:10:00,503312753,1509
2024-03-02 00:10:00,503312754,2407
2024-03-02 00:10:00,503312761,2648
2024-03-02 00:10:00,503312762,1508
2024-03-02 00:10:00,503312763,1983
2024-03-02 00:10:00,503312764,2344
2024-03-02 00:10:00,503312771,2153
2024-03-02 00:10:00,503312772,2923
2024-03-02 00:10:00,503312773,939
2024-03-02 00:10:00,503312774,894
2024-03-02 00:10:00,503312781,3729
2024-03-02 00:10:00,503312782,575
2024-03-02 00:10:00,503312783,1180
2024-03-02 00:10:00,503312784,3534
2024-03-02 00:10:00,503312791,2955
2024-03-02 00:10:00,503312792,1697
2024-03-02 00:10:00,503312793,2219
2024-03-02 00:10:00,503312794,1473
2024-03-02 00:10:00,503312801,3125
2024-03-02 00:10:00,503312802,1919
2024-03-02 00:10:00,503312803,2186
2024-03-02 00:10:00,503312804,2533
2024-03-02 00:10:00,503312811,3381
2024-03-02 00:10:00,503312812,3663
2024-03-02 00:10:00,503312813,1998
2024-03-02 00:10:00,503312814,2954
2024-03-02 00:10:00,503312821,1443
2024-03-02 00:10:00,503312822,1449
2024-03-02 00:10:00,503312823,1520
2024-03-02 00:10:00,503312824,1431
2024-03-02 00:10:00,503312831,1319
2024-03-02 00:10:00,503312832,1225
2024-03-02 00:10:00,503312833,1813
2024-03-02 00:10:00,503312834,551
2024-03-02 00:10:00,503312841,1908
2024-03-02 00:10:00,503312842,1834
2024-03-02 00:10:00,503312843,1618
2024-03-02 00:10:00,503312844,1698
2024-03-02 00:10:00,503312851,1513
2024-03-02 00:10:00,503312852,2125
2024-03-02 00:10:00,503312853,1415
2024-03-02 00:10:00,503312854,2236
2024-03-02 00:10:00,503312861,2415
2024-03-02 00:10:00,503312862,1325
2024-03-02 00:10:00,503312863,1051
2024-03-02 00:10:00,503312864,2782
2024-03-02 00:10:00,503312871,535
2024-03-02 00:10:00,503312872,2513
2024-03-02 00:10:00,503312873,822
2024-03-02 00:10:00,503312874,243
2024-03-02 00:10:00,503312881,1384
2024-03-02 00:10:00,503312882,386
2024-03-02 00:10:00,503312883,2631
2024-03-02 00:10:00,503312884,1658
2024-03-02 00:10:00,503312891,1663
2024-03-02 00:10:00,503312892,1451
2024-03-02 00:10:00,503312893,1577
2024-03-02 00:10:00,503312894,1877
2024-03-02 00:10:00,503312901,1890
2024-03-02 00:10:00,503312902,3928
2024-03-02 00:10:00,503312903,4113
2024-03-02 00:10:00,503312904,1401
2024-03-02 00:10:00,503312911,1031
2024-03-02 00:10:00,503312912,309
2024-03-02 00:10:00,503312913,1147
2024-03-02 00:10:00,503312914,1482
2024-03-02 00:10:00,503312921,1881
2024-03-02 00:10:00,503312922,1504
2024-03-02 00:10:00,503312923,3137
2024-03-02 00:10:00,503312924,2993
2024-03-02 00:10:00,503312931,1912
2024-03-02 00:10:00,503312932,1927
2024-03-02 00:10:00,503312933,1807
2024-03-02 00:10:00,503312934,1618
2024-03-02 00:10:00,503312941,1694
2024-03-02 00:10:00,503312942,1569
2024-03-02 00:10:00,503312943,1858
2024-03-02 00:10:00,503312944,1470
2024-03-02 00:10:00,503312951,1593
2024-03-02 00:10:00,503312952,1392
2024-03-02 00:10:00,503312953,1545
2024-03-02 00:10:00,503312954,1482
2024-03-02 00:10:00,503312961,1044
2024-03-02 00:10:00,503312962,941
2024-03-02 00:10:00,503312963,2343
2024-03-02 00:10:00,503312964,2667
2024-03-02 00:10:00,503312971,2892
2024-03-02 00:10:00,503312972,2080
2024-03-02 00:10:00,503312973,1802
2024-03-02 00:10:00,503312974,2664
2024-03-02 00:10:00,503312981,1940
2024-03-02 00:10:00,503312982,2467
2024-03-02 00:10:00,503312983,2615
2024-03-02 00:10:00,503312984,1887
2024-03-02 00:10:00,503312991,2464
2024-03-02 00:10:00,503312992,1986
2024-03-02 00:10:00,503312993,2058
2024-03-02 00:10:00,503312994,3059
2024-03-02 00:10:00,503313001,3616
2024-03-02 00:10:00,503313002,3068
2024-03-02 00:10:00,503313003,4363
2024-03-02 00:10:00,503313004,1817
2024-03-02 00:10:00,503313011,2076
2024-03-02 00:10:00,503313012,1816
2024-03-02 00:10:00,503313013,974
2024-03-02 00:10:00,503313014,1364
2024-03-02 00:10:00,503313021,1313
2024-03-02 00:10:00,503313022,1697
2024-03-02 00:10:00,503313023,2465
2024-03-02 00:10:00,503313024,1818
2024-03-02 00:10:00,503313031,2206
2024-03-02 00:10:00,503313032,2909
2024-03-02 00:10:00,503313033,2091
2024-03-02 00:10:00,503313034,2919
2024-03-02 00:10:00,503313041,1286
2024-03-02 00:10:00,503313042,2135
2024-03-02 00:10:00,503313043,1382
2024-03-02 00:10:00,503313044,1522
2024-03-02 00:10:00,503313051,1367
2024-03-02 00:10:00,503313052,942
2024-03-02 00:10:00,503313053,858
2024-03-02 00:10:00,503313054,1212
2024-03-02 00:10:00,503313061,3100
2024-03-02 00:10:00,503313062,161
2024-03-02 00:10:00,503313063,1017
2024-03-02 00:10:00,503313064,2557
2024-03-02 00:10:00,503313071,2789
2024-03-02 00:10:00,503313072,2674
2024-03-02 00:10:00,503313073,2075
2024-03-02 00:10:00,503313074,1558
2024-03-02 00:10:00,503313081,1825
2024-03-02 00:10:00,503313082,2583
2024-03-02 00:10:00,503313083,2196
2024-03-02 00:10:00,503313084,3362
2024-03-02 00:10:00,503313091,1790
2024-03-02 00:10:00,503313092,3201
2024-03-02 00:10:00,503313093,2588
2024-03-02 00:10:00,503313094,3223
2024-03-02 00:10:00,503313101,3082
2024-03-02 00:10:00,503313102,1901
2024-03-02 00:10:00,503313103,1881
2024-03-02 00:10:00,503313104,1775
2024-03-02 00:10:00,503313111,1849
2024-03-02 00:10:00,503313112,1085
2024-03-02 00:10:00,503313113,2068
2024-03-02 00:10:00,503313114,2115
2024-03-02 00:10:00,503313121,2585
2024-03-02 00:10:00,503313122,2096
2024-03-02 00:10:00,503313123,2224
2024-03-02 00:10:00,503313124,1885
2024-03-02 00:10:00,503313131,1082
2024-03-02 00:10:00,503313132,2172
2024-03-02 00:10:00,503313133,1624
2024-03-02 00:10:00,503313134,1773
2024-03-02 00:10:00,503313141,2092
2024-03-02 00:10:00,503313142,1182
2024-03-02 00:10:00,503313143,1575
2024-03-02 00:10:00,503313144,1498
2024-03-02 00:10:00,503313151,2084
2024-03-02 00:10:00,503313152,1814
2024-03-02 00:10:00,503313153,752
2024-03-02 00:10:00,503313154,472
2024-03-02 00:10:00,503313161,119
2024-03-02 00:10:00,503313162,1275
2024-03-02 00:10:00,503313163,426
2024-03-02 00:10:00,503313164,1008
2024-03-02 00:10:00,503313171,1628
2024-03-02 00:10:00,503313172,1206
2024-03-02 00:10:00,503313173,673
2024-03-02 00:10:00,503313174,1175
2024-03-02 00:10:00,503313181,3292
2024-03-02 00:10:00,503313182,1547
2024-03-02 00:10:00,503313183,1699
2024-03-02 00:10:00,503313184,1959
2024-03-02 00:10:00,503313191,1046
2024-03-02 00:10:00,503313192,1731
2024-03-02 00:10:00,503313193,248
2024-03-02 00:10:00,503313194,868
2024-03-02 00:10:00,503313201,1624
2024-03-02 00:10:00,503313202,850
2024-03-02 00:10:00,503313203,812
2024-03-02 00:10:00,503313204,1877
2024-03-02 00:10:00,503313211,2054
2024-03-02 00:10:00,503313212,557
2024-03-02 00:10:00,503313213,322
2024-03-02 00:10:00,503313214,1517
2024-03-02 00:10:00,503313221,780
2024-03-02 00:10:00,503313222,611
2024-03-02 00:10:00,503313223,808
2024-03-02 00:10:00,503313224,1431
2024-03-02 00:10:00,503313231,2294
2024-03-02 00:10:00,503313232,590
2024-03-02 00:10:00,503313233,1596
2024-03-02 00:10:00,503313234,892
2024-03-02 00:10:00,503313241,635
2024-03-02 00:10:00,503313242,876
2024-03-02 00:10:00,503313243,666
2024-03-02 00:10:00,503313244,279
2024-03-02 00:10:00,503313251,591
2024-03-02 00:10:00,503313252,677
2024-03-02 00:10:00,503313253,281
2024-03-02 00:10:00,503313254,1975
2024-03-02 00:10:00,503313261,1812
2024-03-02 00:10:00,503313262,1526
2024-03-02 00:10:00,503313263,1613
2024-03-02 00:10:00,503313264,2471
2024-03-02 00:10:00,503313271,1128
2024-03-02 00:10:00,503313272,2355
2024-03-02 00:10:00,503313273,2460
2024-03-02 00:10:00,503313274,102
2024-03-02 00:10:00,503313281,111
2024-03-02 00:10:00,503313282,681
2024-03-02 00:10:00,503313283,750
2024-03-02 00:10:00,503313284,509
2024-03-02 00:10:00,503313291,2319
2024-03-02 00:10:00,503313292,2091
2024-03-02 00:10:00,503313293,2441
2024-03-02 00:10:00,503313294,2221
2024-03-02 00:10:00,503313301,1514
2024-03-02 00:10:00,503313302,2292
2024-03-02 00:10:00,503313303,1658
2024-03-02 00:10:00,503313304,374
2024-03-02 00:10:00,503313311,434
2024-03-02 00:10:00,503313312,1516
2024-03-02 00:10:00,503313313,818
2024-03-02 00:10:00,503313314,101
2024-03-02 00:10:00,503313321,100
2024-03-02 00:10:00,503313322,869
2024-03-02 00:10:00,503313323,754
2024-03-02 00:10:00,503313324,125
2024-03-02 00:10:00,503313331,659
2024-03-02 00:10:00,503313332,1216
2024-03-02 00:10:00,503313333,1520
2024-03-02 00:10:00,503313334,715
2024-03-02 00:10:00,503313341,224
2024-03-02 00:10:00,503313342,219
2024-03-02 00:10:00,503313343,557
2024-03-02 00:10:00,503313344,107
2024-03-02 00:10:00,503313351,84
2024-03-02 00:10:00,503313352,284
2024-03-02 00:10:00,503313354,954
2024-03-02 00:10:00,503313361,1684
2024-03-02 00:10:00,503313362,237
2024-03-02 00:10:00,503313363,128
2024-03-02 00:10:00,503313364,1390
2024-03-02 00:10:00,503313371,1428
2024-03-02 00:10:00,503313372,1886
2024-03-02 00:10:00,503313373,1913
2024-03-02 00:10:00,503313374,866
2024-03-02 00:10:00,503313381,1215
2024-03-02 00:10:00,503313382,1685
2024-03-02 00:10:00,503313383,900
2024-03-02 00:10:00,503313384,2531
2024-03-02 00:10:00,503313391,1781
2024-03-02 00:10:00,503313392,870
2024-03-02 00:10:00,503313393,1130
2024-03-02 00:10:00,503313394,1798
2024-03-02 00:10:00,503313401,1166
2024-03-02 00:10:00,503313402,1779
2024-03-02 00:10:00,503313403,1158
2024-03-02 00:10:00,503313404,1034
2024-03-02 00:10:00,503313411,772
2024-03-02 00:10:00,503313412,1063
2024-03-02 00:10:00,503313413,2101
2024-03-02 00:10:00,503313414,1656
2024-03-02 00:10:00,503313421,1561
2024-03-02 00:10:00,503313422,2536
2024-03-02 00:10:00,503313423,1505
2024-03-02 00:10:00,503313424,1481
2024-03-02 00:10:00,503313431,1381
2024-03-02 00:10:00,503313432,2525
2024-03-02 00:10:00,503313433,530
2024-03-02 00:10:00,503313434,357
2024-03-02 00:10:00,503313441,80
2024-03-02 00:10:00,503313442,308
2024-03-02 00:10:00,503313443,1729
2024-03-02 00:10:00,503313444,171
2024-03-02 00:10:00,503313451,166
2024-03-02 00:10:00,503313452,752
2024-03-02 00:10:00,503313453,1455
2024-03-02 00:10:00,503313454,91
2024-03-02 00:10:00,503313461,212
2024-03-02 00:10:00,503313462,96
2024-03-02 00:10:00,503313463,93
2024-03-02 00:10:00,503313464,1843
2024-03-02 00:10:00,503313471,1141
2024-03-02 00:10:00,503313472,730
2024-03-02 00:10:00,503313473,2068
2024-03-02 00:10:00,503313474,1567
2024-03-02 00:10:00,503313481,851
2024-03-02 00:10:00,503313482,1580
2024-03-02 00:10:00,503313483,1030
2024-03-02 00:10:00,503313484,1359
2024-03-02 00:10:00,503313491,1301
2024-03-02 00:10:00,503313492,1613
2024-03-02 00:10:00,503313493,896
2024-03-02 00:10:00,503313494,1794
2024-03-02 00:10:00,503313501,2110
2024-03-02 00:10:00,503313502,1492
2024-03-02 00:10:00,503313503,1280
