time,mesh,ex_volume
2024-03-02 00:00:00,503301671,362
2024-03-02 00:00:00,503301672,156
2024-03-02 00:00:00,503301673,99
2024-03-02 00:00:00,503301681,115
2024-03-02 00:00:00,503301683,359
2024-03-02 00:00:00,503301684,87
2024-03-02 00:00:00,503301692,303
2024-03-02 00:00:00,503301724,83
2024-03-02 00:00:00,503301731,349
2024-03-02 00:00:00,503301732,107
2024-03-02 00:00:00,503301733,691
2024-03-02 00:00:00,503301734,299
2024-03-02 00:00:00,503301741,78
2024-03-02 00:00:00,503301742,79
2024-03-02 00:00:00,503301743,106
2024-03-02 00:00:00,503301744,103
2024-03-02 00:00:00,503301751,88
2024-03-02 00:00:00,503301752,132
2024-03-02 00:00:00,503301754,70
2024-03-02 00:00:00,503301762,70
2024-03-02 00:00:00,503301763,91
2024-03-02 00:00:00,503301764,69
2024-03-02 00:00:00,503301771,60
2024-03-02 00:00:00,503301772,82
2024-03-02 00:00:00,503301773,110
2024-03-02 00:00:00,503301774,97
2024-03-02 00:00:00,503301781,297
2024-03-02 00:00:00,503301891,95
2024-03-02 00:00:00,503301892,103
2024-03-02 00:00:00,503301893,146
2024-03-02 00:00:00,503301922,86
2024-03-02 00:00:00,503301924,159
2024-03-02 00:00:00,503301931,178
2024-03-02 00:00:00,503301954,87
2024-03-02 00:00:00,503301961,69
2024-03-02 00:00:00,503301962,74
2024-03-02 00:00:00,503301963,66
2024-03-02 00:00:00,503301964,82
2024-03-02 00:00:00,503301971,79
2024-03-02 00:00:00,503302312,131
2024-03-02 00:00:00,503302313,79
2024-03-02 00:00:00,503302321,69
2024-03-02 00:00:00,503302322,104
2024-03-02 00:00:00,503302323,111
2024-03-02 00:00:00,503302324,111
2024-03-02 00:00:00,503302331,91
2024-03-02 00:00:00,503302351,67
2024-03-02 00:00:00,503302352,67
2024-03-02 00:00:00,503302353,82
2024-03-02 00:00:00,503302354,84
2024-03-02 00:00:00,503302361,97
2024-03-02 00:00:00,503302362,66
2024-03-02 00:00:00,503302371,88
2024-03-02 00:00:00,503302381,60
2024-03-02 00:00:00,503302382,76
2024-03-02 00:00:00,503302383,64
2024-03-02 00:00:00,503302384,53
2024-03-02 00:00:00,503302391,62
2024-03-02 00:00:00,503302392,56
2024-03-02 00:00:00,503302394,59
2024-03-02 00:00:00,503302401,71
2024-03-02 00:00:00,503302404,67
2024-03-02 00:00:00,503302413,84
2024-03-02 00:00:00,503302421,93
2024-03-02 00:00:00,503302422,111
2024-03-02 00:00:00,503302423,108
2024-03-02 00:00:00,503302424,100
2024-03-02 00:00:00,503302431,92
2024-03-02 00:00:00,503302443,87
2024-03-02 00:00:00,503302452,69
2024-03-02 00:00:00,503302453,103
2024-03-02 00:00:00,503302454,64
2024-03-02 00:00:00,503302461,72
2024-03-02 00:00:00,503302462,81
2024-03-02 00:00:00,503302463,98
2024-03-02 00:00:00,503302464,78
2024-03-02 00:00:00,503302471,76
2024-03-02 00:00:00,503302473,69
2024-03-02 00:00:00,503302474,67
2024-03-02 00:00:00,503302481,61
2024-03-02 00:00:00,503302482,60
2024-03-02 00:00:00,503302483,64
2024-03-02 00:00:00,503302484,76
2024-03-02 00:00:00,503302491,67
2024-03-02 00:00:00,503302492,92
2024-03-02 00:00:00,503302493,74
2024-03-02 00:00:00,503302494,69
2024-03-02 00:00:00,503302501,68
2024-03-02 00:00:00,503302502,70
2024-03-02 00:00:00,503302503,79
2024-03-02 00:00:00,503302504,88
2024-03-02 00:00:00,503302511,93
2024-03-02 00:00:00,503302522,84
2024-03-02 00:00:00,503302523,101
2024-03-02 00:00:00,503302524,85
2024-03-02 00:00:00,503302531,100
2024-03-02 00:00:00,503302532,104
2024-03-02 00:00:00,503302533,90
2024-03-02 00:00:00,503302534,86
2024-03-02 00:00:00,503302541,103
2024-03-02 00:00:00,503302542,86
2024-03-02 00:00:00,503302543,90
2024-03-02 00:00:00,503302544,100
2024-03-02 00:00:00,503302551,114
2024-03-02 00:00:00,503302552,99
2024-03-02 00:00:00,503302553,60
2024-03-02 00:00:00,503302554,95
2024-03-02 00:00:00,503302561,92
2024-03-02 00:00:00,503302562,72
2024-03-02 00:00:00,503302563,75
2024-03-02 00:00:00,503302564,78
2024-03-02 00:00:00,503302571,75
2024-03-02 00:00:00,503302572,61
2024-03-02 00:00:00,503302573,58
2024-03-02 00:00:00,503302581,91
2024-03-02 00:00:00,503302582,90
2024-03-02 00:00:00,503302583,81
2024-03-02 00:00:00,503302584,87
2024-03-02 00:00:00,503302591,81
2024-03-02 00:00:00,503302592,69
2024-03-02 00:00:00,503302593,68
2024-03-02 00:00:00,503302594,76
2024-03-02 00:00:00,503302601,82
2024-03-02 00:00:00,503302602,75
2024-03-02 00:00:00,503302603,81
2024-03-02 00:00:00,503302604,88
2024-03-02 00:00:00,503302611,120
2024-03-02 00:00:00,503302614,85
2024-03-02 00:00:00,503302632,59
2024-03-02 00:00:00,503302633,70
2024-03-02 00:00:00,503302634,125
2024-03-02 00:00:00,503302642,77
2024-03-02 00:00:00,503302643,65
2024-03-02 00:00:00,503302644,98
2024-03-02 00:00:00,503302652,89
2024-03-02 00:00:00,503302653,90
2024-03-02 00:00:00,503302654,83
2024-03-02 00:00:00,503302661,78
2024-03-02 00:00:00,503302662,103
2024-03-02 00:00:00,503302663,109
2024-03-02 00:00:00,503302664,163
2024-03-02 00:00:00,503302671,67
2024-03-02 00:00:00,503302672,77
2024-03-02 00:00:00,503302673,97
2024-03-02 00:00:00,503302674,117
2024-03-02 00:00:00,503302681,93
2024-03-02 00:00:00,503302682,109
2024-03-02 00:00:00,503302683,95
2024-03-02 00:00:00,503302684,70
2024-03-02 00:00:00,503302691,94
2024-03-02 00:00:00,503302692,83
2024-03-02 00:00:00,503302694,76
2024-03-02 00:00:00,503302701,79
2024-03-02 00:00:00,503302702,110
2024-03-02 00:00:00,503302703,266
2024-03-02 00:00:00,503302704,80
2024-03-02 00:00:00,503302711,118
2024-03-02 00:00:00,503302712,128
2024-03-02 00:00:00,503302714,91
2024-03-02 00:00:00,503302722,95
2024-03-02 00:00:00,503302723,70
2024-03-02 00:00:00,503302724,88
2024-03-02 00:00:00,503302731,100
2024-03-02 00:00:00,503302732,67
2024-03-02 00:00:00,503302733,128
2024-03-02 00:00:00,503302734,75
2024-03-02 00:00:00,503302742,67
2024-03-02 00:00:00,503302743,74
2024-03-02 00:00:00,503302744,75
2024-03-02 00:00:00,503302751,71
2024-03-02 00:00:00,503302752,92
2024-03-02 00:00:00,503302753,108
2024-03-02 00:00:00,503302754,81
2024-03-02 00:00:00,503302761,103
2024-03-02 00:00:00,503302762,76
2024-03-02 00:00:00,503302763,101
2024-03-02 00:00:00,503302764,81
2024-03-02 00:00:00,503302771,68
2024-03-02 00:00:00,503302772,76
2024-03-02 00:00:00,503302773,79
2024-03-02 00:00:00,503302774,171
2024-03-02 00:00:00,503302781,69
2024-03-02 00:00:00,503302782,73
2024-03-02 00:00:00,503302783,71
2024-03-02 00:00:00,503302784,81
2024-03-02 00:00:00,503302791,139
2024-03-02 00:00:00,503302792,88
2024-03-02 00:00:00,503302793,59
2024-03-02 00:00:00,503302794,69
2024-03-02 00:00:00,503302801,71
2024-03-02 00:00:00,503302802,112
2024-03-02 00:00:00,503302803,78
2024-03-02 00:00:00,503302811,78
2024-03-02 00:00:00,503302812,75
2024-03-02 00:00:00,503302813,69
2024-03-02 00:00:00,503302814,74
2024-03-02 00:00:00,503302821,111
2024-03-02 00:00:00,503302823,81
2024-03-02 00:00:00,503302831,72
2024-03-02 00:00:00,503302832,337
2024-03-02 00:00:00,503302833,87
2024-03-02 00:00:00,503302834,217
2024-03-02 00:00:00,503302841,83
2024-03-02 00:00:00,503302842,63
2024-03-02 00:00:00,503302843,72
2024-03-02 00:00:00,503302844,87
2024-03-02 00:00:00,503302851,87
2024-03-02 00:00:00,503302852,64
2024-03-02 00:00:00,503302853,65
2024-03-02 00:00:00,503302854,98
2024-03-02 00:00:00,503302861,65
2024-03-02 00:00:00,503302862,72
2024-03-02 00:00:00,503302863,59
2024-03-02 00:00:00,503302864,62
2024-03-02 00:00:00,503302871,124
2024-03-02 00:00:00,503302872,70
2024-03-02 00:00:00,503302873,72
2024-03-02 00:00:00,503302874,58
2024-03-02 00:00:00,503302881,53
2024-03-02 00:00:00,503302882,72
2024-03-02 00:00:00,503302883,69
2024-03-02 00:00:00,503302884,69
2024-03-02 00:00:00,503302891,60
2024-03-02 00:00:00,503302892,70
2024-03-02 00:00:00,503302903,102
2024-03-02 00:00:00,503302911,97
2024-03-02 00:00:00,503302912,93
2024-03-02 00:00:00,503302913,96
2024-03-02 00:00:00,503302914,444
2024-03-02 00:00:00,503302921,67
2024-03-02 00:00:00,503302923,73
2024-03-02 00:00:00,503302924,64
2024-03-02 00:00:00,503302931,79
2024-03-02 00:00:00,503302932,66
2024-03-02 00:00:00,503302933,95
2024-03-02 00:00:00,503302934,82
2024-03-02 00:00:00,503302941,99
2024-03-02 00:00:00,503302942,90
2024-03-02 00:00:00,503302943,576
2024-03-02 00:00:00,503302944,72
2024-03-02 00:00:00,503302951,143
2024-03-02 00:00:00,503302952,74
2024-03-02 00:00:00,503302953,115
2024-03-02 00:00:00,503302954,102
2024-03-02 00:00:00,503302961,62
2024-03-02 00:00:00,503302962,141
2024-03-02 00:00:00,503302963,152
2024-03-02 00:00:00,503302964,86
2024-03-02 00:00:00,503302971,65
2024-03-02 00:00:00,503302972,81
2024-03-02 00:00:00,503302973,85
2024-03-02 00:00:00,503302974,62
2024-03-02 00:00:00,503302981,142
2024-03-02 00:00:00,503302982,75
2024-03-02 00:00:00,503302983,74
2024-03-02 00:00:00,503302984,77
2024-03-02 00:00:00,503302991,80
2024-03-02 00:00:00,503302994,78
2024-03-02 00:00:00,503303301,67
2024-03-02 00:00:00,503303302,79
2024-03-02 00:00:00,503303303,67
2024-03-02 00:00:00,503303304,130
2024-03-02 00:00:00,503303311,81
2024-03-02 00:00:00,503303312,915
2024-03-02 00:00:00,503303313,82
2024-03-02 00:00:00,503303314,1273
2024-03-02 00:00:00,503303321,69
2024-03-02 00:00:00,503303322,62
2024-03-02 00:00:00,503303324,91
2024-03-02 00:00:00,503303331,96
2024-03-02 00:00:00,503303332,367
2024-03-02 00:00:00,503303333,2288
2024-03-02 00:00:00,503303334,88
2024-03-02 00:00:00,503303341,1625
2024-03-02 00:00:00,503303342,1232
2024-03-02 00:00:00,503303343,884
2024-03-02 00:00:00,503303344,1544
2024-03-02 00:00:00,503303351,610
2024-03-02 00:00:00,503303352,107
2024-03-02 00:00:00,503303353,487
2024-03-02 00:00:00,503303354,145
2024-03-02 00:00:00,503303361,2508
2024-03-02 00:00:00,503303362,78
2024-03-02 00:00:00,503303363,128
2024-03-02 00:00:00,503303364,1132
2024-03-02 00:00:00,503303371,567
2024-03-02 00:00:00,503303372,143
2024-03-02 00:00:00,503303373,366
2024-03-02 00:00:00,503303374,725
2024-03-02 00:00:00,503303381,2171
2024-03-02 00:00:00,503303382,1189
2024-03-02 00:00:00,503303383,218
2024-03-02 00:00:00,503303384,1473
2024-03-02 00:00:00,503303391,649
2024-03-02 00:00:00,503303392,1394
2024-03-02 00:00:00,503303393,838
2024-03-02 00:00:00,503303394,2419
2024-03-02 00:00:00,503303401,856
2024-03-02 00:00:00,503303402,1245
2024-03-02 00:00:00,503303403,2206
2024-03-02 00:00:00,503303404,926
2024-03-02 00:00:00,503303411,1915
2024-03-02 00:00:00,503303412,89
2024-03-02 00:00:00,503303413,83
2024-03-02 00:00:00,503303414,606
2024-03-02 00:00:00,503303421,168
2024-03-02 00:00:00,503303422,120
2024-03-02 00:00:00,503303423,1177
2024-03-02 00:00:00,503303424,79
2024-03-02 00:00:00,503303431,92
2024-03-02 00:00:00,503303432,85
2024-03-02 00:00:00,503303433,324
2024-03-02 00:00:00,503303434,118
2024-03-02 00:00:00,503303441,81
2024-03-02 00:00:00,503303442,1625
2024-03-02 00:00:00,503303443,1602
2024-03-02 00:00:00,503303444,676
2024-03-02 00:00:00,503303451,1070
2024-03-02 00:00:00,503303452,823
2024-03-02 00:00:00,503303453,1863
2024-03-02 00:00:00,503303454,533
2024-03-02 00:00:00,503303461,560
2024-03-02 00:00:00,503303462,1469
2024-03-02 00:00:00,503303463,1817
2024-03-02 00:00:00,503303464,1704
2024-03-02 00:00:00,503303471,1120
2024-03-02 00:00:00,503303472,1392
2024-03-02 00:00:00,503303473,150
2024-03-02 00:00:00,503303474,103
2024-03-02 00:00:00,503303481,107
2024-03-02 00:00:00,503303482,90
2024-03-02 00:00:00,503303483,1214
2024-03-02 00:00:00,503303484,105
2024-03-02 00:00:00,503303491,134
2024-03-02 00:00:00,503303492,1028
2024-03-02 00:00:00,503303493,902
2024-03-02 00:00:00,503303494,680
2024-03-02 00:00:00,503303501,739
2024-03-02 00:00:00,503303502,2077
2024-03-02 00:00:00,503303503,1055
2024-03-02 00:00:00,503303504,574
2024-03-02 00:00:00,503303511,348
2024-03-02 00:00:00,503303512,534
2024-03-02 00:00:00,503303513,355
2024-03-02 00:00:00,503303514,866
2024-03-02 00:00:00,503303521,152
2024-03-02 00:00:00,503303522,86
2024-03-02 00:00:00,503303523,111
2024-03-02 00:00:00,503303524,104
2024-03-02 00:00:00,503303531,470
2024-03-02 00:00:00,503303532,96
2024-03-02 00:00:00,503303533,78
2024-03-02 00:00:00,503303534,97
2024-03-02 00:00:00,503303541,97
2024-03-02 00:00:00,503303542,72
2024-03-02 00:00:00,503303543,231
2024-03-02 00:00:00,503303544,148
2024-03-02 00:00:00,503303551,1081
2024-03-02 00:00:00,503303552,423
2024-03-02 00:00:00,503303553,972
2024-03-02 00:00:00,503303554,2190
2024-03-02 00:00:00,503303561,1761
2024-03-02 00:00:00,503303562,457
2024-03-02 00:00:00,503303563,84
2024-03-02 00:00:00,503303564,809
2024-03-02 00:00:00,503303571,576
2024-03-02 00:00:00,503303572,83
2024-03-02 00:00:00,503303573,96
2024-03-02 00:00:00,503303574,87
2024-03-02 00:00:00,503303581,149
2024-03-02 00:00:00,503303582,711
2024-03-02 00:00:00,503303583,885
2024-03-02 00:00:00,503303584,871
2024-03-02 00:00:00,503303591,1519
2024-03-02 00:00:00,503303592,1150
2024-03-02 00:00:00,503303593,534
2024-03-02 00:00:00,503303594,2256
2024-03-02 00:00:00,503303601,1815
2024-03-02 00:00:00,503303602,104
2024-03-02 00:00:00,503303603,327
2024-03-02 00:00:00,503303604,975
2024-03-02 00:00:00,503303611,818
2024-03-02 00:00:00,503303612,89
2024-03-02 00:00:00,503303613,628
2024-03-02 00:00:00,503303614,1070
2024-03-02 00:00:00,503303621,625
2024-03-02 00:00:00,503303622,735
2024-03-02 00:00:00,503303624,331
2024-03-02 00:00:00,503303631,72
2024-03-02 00:00:00,503303632,105
2024-03-02 00:00:00,503303633,123
2024-03-02 00:00:00,503303634,93
2024-03-02 00:00:00,503303641,221
2024-03-02 00:00:00,503303642,93
2024-03-02 00:00:00,503303643,608
2024-03-02 00:00:00,503303644,128
2024-03-02 00:00:00,503303651,230
2024-03-02 00:00:00,503303652,681
2024-03-02 00:00:00,503303653,1592
2024-03-02 00:00:00,503303654,784
2024-03-02 00:00:00,503303661,949
2024-03-02 00:00:00,503303662,670
2024-03-02 00:00:00,503303663,88
2024-03-02 00:00:00,503303664,1709
2024-03-02 00:00:00,503303671,1038
2024-03-02 00:00:00,503303672,94
2024-03-02 00:00:00,503303673,94
2024-03-02 00:00:00,503303674,95
2024-03-02 00:00:00,503303681,113
2024-03-02 00:00:00,503303682,2680
2024-03-02 00:00:00,503303683,1496
2024-03-02 00:00:00,503303684,800
2024-03-02 00:00:00,503303691,1301
2024-03-02 00:00:00,503303692,1704
2024-03-02 00:00:00,503303693,1589
2024-03-02 00:00:00,503303694,789
2024-03-02 00:00:00,503303701,1274
2024-03-02 00:00:00,503303702,1464
2024-03-02 00:00:00,503303703,339
2024-03-02 00:00:00,503303704,460
2024-03-02 00:00:00,503303711,223
2024-03-02 00:00:00,503303712,454
2024-03-02 00:00:00,503303713,254
2024-03-02 00:00:00,503303714,136
2024-03-02 00:00:00,503303721,80
2024-03-02 00:00:00,503303722,261
2024-03-02 00:00:00,503303723,190
2024-03-02 00:00:00,503303724,108
2024-03-02 00:00:00,503303731,295
2024-03-02 00:00:00,503303732,74
2024-03-02 00:00:00,503303733,72
2024-03-02 00:00:00,503303734,59
2024-03-02 00:00:00,503303741,104
2024-03-02 00:00:00,503303742,111
2024-03-02 00:00:00,503303743,147
2024-03-02 00:00:00,503303744,95
2024-03-02 00:00:00,503303751,286
2024-03-02 00:00:00,503303752,103
2024-03-02 00:00:00,503303753,1211
2024-03-02 00:00:00,503303754,276
2024-03-02 00:00:00,503303761,1025
2024-03-02 00:00:00,503303762,1347
2024-03-02 00:00:00,503303763,184
2024-03-02 00:00:00,503303764,1889
2024-03-02 00:00:00,503303771,1339
2024-03-02 00:00:00,503303772,137
2024-03-02 00:00:00,503303773,93
2024-03-02 00:00:00,503303774,105
2024-03-02 00:00:00,503303781,172
2024-03-02 00:00:00,503303782,81
2024-03-02 00:00:00,503303783,744
2024-03-02 00:00:00,503303784,182
2024-03-02 00:00:00,503303791,347
2024-03-02 00:00:00,503303792,436
2024-03-02 00:00:00,503303793,554
2024-03-02 00:00:00,503303794,338
2024-03-02 00:00:00,503303801,1260
2024-03-02 00:00:00,503303802,714
2024-03-02 00:00:00,503303803,307
2024-03-02 00:00:00,503303804,1584
2024-03-02 00:00:00,503303811,1649
2024-03-02 00:00:00,503303812,201
2024-03-02 00:00:00,503303813,246
2024-03-02 00:00:00,503303814,405
2024-03-02 00:00:00,503303821,616
2024-03-02 00:00:00,503303822,260
2024-03-02 00:00:00,503303823,654
2024-03-02 00:00:00,503303824,914
2024-03-02 00:00:00,503303831,1167
2024-03-02 00:00:00,503303832,110
2024-03-02 00:00:00,503303833,119
2024-03-02 00:00:00,503303834,86
2024-03-02 00:00:00,503303841,68
2024-03-02 00:00:00,503303842,117
2024-03-02 00:00:00,503303843,151
2024-03-02 00:00:00,503303844,86
2024-03-02 00:00:00,503303851,95
2024-03-02 00:00:00,503303852,149
2024-03-02 00:00:00,503303853,788
2024-03-02 00:00:00,503303854,77
2024-03-02 00:00:00,503303861,327
2024-03-02 00:00:00,503303862,1167
2024-03-02 00:00:00,503303863,1445
2024-03-02 00:00:00,503303864,793
2024-03-02 00:00:00,503303871,1236
2024-03-02 00:00:00,503303872,197
2024-03-02 00:00:00,503303873,549
2024-03-02 00:00:00,503303874,120
2024-03-02 00:00:00,503303881,999
2024-03-02 00:00:00,503303882,682
2024-03-02 00:00:00,503303883,661
2024-03-02 00:00:00,503303884,1182
2024-03-02 00:00:00,503303891,1336
2024-03-02 00:00:00,503303892,105
2024-03-02 00:00:00,503303893,575
2024-03-02 00:00:00,503303894,158
2024-03-02 00:00:00,503303901,916
2024-03-02 00:00:00,503303902,1273
2024-03-02 00:00:00,503303903,1603
2024-03-02 00:00:00,503303904,1329
2024-03-02 00:00:00,503303911,1567
2024-03-02 00:00:00,503303912,960
2024-03-02 00:00:00,503303913,1527
2024-03-02 00:00:00,503303914,1050
2024-03-02 00:00:00,503303921,2109
2024-03-02 00:00:00,503303922,2244
2024-03-02 00:00:00,503303923,2213
2024-03-02 00:00:00,503303924,1066
2024-03-02 00:00:00,503303931,1195
2024-03-02 00:00:00,503303932,81
2024-03-02 00:00:00,503303933,71
2024-03-02 00:00:00,503303934,77
2024-03-02 00:00:00,503303941,101
2024-03-02 00:00:00,503303942,236
2024-03-02 00:00:00,503303943,113
2024-03-02 00:00:00,503303944,121
2024-03-02 00:00:00,503303951,104
2024-03-02 00:00:00,503303952,81
2024-03-02 00:00:00,503303953,303
2024-03-02 00:00:00,503303954,87
2024-03-02 00:00:00,503303961,427
2024-03-02 00:00:00,503303962,1422
2024-03-02 00:00:00,503303963,1326
2024-03-02 00:00:00,503303964,846
2024-03-02 00:00:00,503303971,858
2024-03-02 00:00:00,503303972,586
2024-03-02 00:00:00,503303973,1132
2024-03-02 00:00:00,503303974,1854
2024-03-02 00:00:00,503303981,448
2024-03-02 00:00:00,503303982,2364
2024-03-02 00:00:00,503303983,809
2024-03-02 00:00:00,503303984,1298
2024-03-02 00:00:00,503303991,982
2024-03-02 00:00:00,503303992,94
2024-03-02 00:00:00,503303993,358
2024-03-02 00:00:00,503303994,94
2024-03-02 00:00:00,503304301,129
2024-03-02 00:00:00,503304302,2325
2024-03-02 00:00:00,503304303,2311
2024-03-02 00:00:00,503304304,1006
2024-03-02 00:00:00,503304311,1299
2024-03-02 00:00:00,503304312,1741
2024-03-02 00:00:00,503304313,1288
2024-03-02 00:00:00,503304314,2736
2024-03-02 00:00:00,503304321,947
2024-03-02 00:00:00,503304322,902
2024-03-02 00:00:00,503304323,790
2024-03-02 00:00:00,503304324,236
2024-03-02 00:00:00,503304331,605
2024-03-02 00:00:00,503304332,79
2024-03-02 00:00:00,503304333,87
2024-03-02 00:00:00,503304334,100
2024-03-02 00:00:00,503304341,75
2024-03-02 00:00:00,503304342,97
2024-03-02 00:00:00,503304343,80
2024-03-02 00:00:00,503304344,84
2024-03-02 00:00:00,503304351,99
2024-03-02 00:00:00,503304352,93
2024-03-02 00:00:00,503304353,457
2024-03-02 00:00:00,503304354,437
2024-03-02 00:00:00,503304361,2404
2024-03-02 00:00:00,503304362,465
2024-03-02 00:00:00,503304363,720
2024-03-02 00:00:00,503304364,2083
2024-03-02 00:00:00,503304371,1570
2024-03-02 00:00:00,503304372,381
2024-03-02 00:00:00,503304373,1118
2024-03-02 00:00:00,503304374,525
2024-03-02 00:00:00,503304381,1343
2024-03-02 00:00:00,503304382,1150
2024-03-02 00:00:00,503304383,1119
2024-03-02 00:00:00,503304384,962
2024-03-02 00:00:00,503304391,1788
2024-03-02 00:00:00,503304392,1162
2024-03-02 00:00:00,503304393,966
2024-03-02 00:00:00,503304394,1388
2024-03-02 00:00:00,503304401,2437
2024-03-02 00:00:00,503304402,867
2024-03-02 00:00:00,503304403,1097
2024-03-02 00:00:00,503304404,1836
2024-03-02 00:00:00,503304411,1750
2024-03-02 00:00:00,503304412,2084
2024-03-02 00:00:00,503304413,1246
2024-03-02 00:00:00,503304414,2492
2024-03-02 00:00:00,503304421,1975
2024-03-02 00:00:00,503304422,84
2024-03-02 00:00:00,503304423,145
2024-03-02 00:00:00,503304424,1564
2024-03-02 00:00:00,503304431,104
2024-03-02 00:00:00,503304442,97
2024-03-02 00:00:00,503304443,81
2024-03-02 00:00:00,503304444,70
2024-03-02 00:00:00,503304451,81
2024-03-02 00:00:00,503304452,951
2024-03-02 00:00:00,503304453,1234
2024-03-02 00:00:00,503304454,108
2024-03-02 00:00:00,503304461,598
2024-03-02 00:00:00,503304462,644
2024-03-02 00:00:00,503304463,724
2024-03-02 00:00:00,503304464,473
2024-03-02 00:00:00,503304471,118
2024-03-02 00:00:00,503304472,1187
2024-03-02 00:00:00,503304473,1006
2024-03-02 00:00:00,503304474,429
2024-03-02 00:00:00,503304481,701
2024-03-02 00:00:00,503304482,1082
2024-03-02 00:00:00,503304483,3253
2024-03-02 00:00:00,503304484,267
2024-03-02 00:00:00,503304491,1921
2024-03-02 00:00:00,503304492,1602
2024-03-02 00:00:00,503304493,2104
2024-03-02 00:00:00,503304494,1092
2024-03-02 00:00:00,503304501,1685
2024-03-02 00:00:00,503304502,2557
2024-03-02 00:00:00,503304503,2099
2024-03-02 00:00:00,503304504,1964
2024-03-02 00:00:00,503304511,1229
2024-03-02 00:00:00,503304512,3018
2024-03-02 00:00:00,503304513,2003
2024-03-02 00:00:00,503304514,2170
2024-03-02 00:00:00,503304521,1304
2024-03-02 00:00:00,503304522,2152
2024-03-02 00:00:00,503304523,562
2024-03-02 00:00:00,503304524,2013
2024-03-02 00:00:00,503304531,1035
2024-03-02 00:00:00,503304532,119
2024-03-02 00:00:00,503304533,266
2024-03-02 00:00:00,503304534,843
2024-03-02 00:00:00,503304541,473
2024-03-02 00:00:00,503304542,1032
2024-03-02 00:00:00,503304544,100
2024-03-02 00:00:00,503304552,73
2024-03-02 00:00:00,503304553,82
2024-03-02 00:00:00,503304554,77
2024-03-02 00:00:00,503304561,71
2024-03-02 00:00:00,503304562,79
2024-03-02 00:00:00,503304563,76
2024-03-02 00:00:00,503304564,77
2024-03-02 00:00:00,503304571,69
2024-03-02 00:00:00,503304572,419
2024-03-02 00:00:00,503304573,71
2024-03-02 00:00:00,503304574,1329
2024-03-02 00:00:00,503304581,98
2024-03-02 00:00:00,503304591,94
2024-03-02 00:00:00,503304592,244
2024-03-02 00:00:00,503304593,308
2024-03-02 00:00:00,503304594,80
2024-03-02 00:00:00,503304601,101
2024-03-02 00:00:00,503304602,68
2024-03-02 00:00:00,503304603,68
2024-03-02 00:00:00,503304604,82
2024-03-02 00:00:00,503304611,68
2024-03-02 00:00:00,503304612,405
2024-03-02 00:00:00,503304613,375
2024-03-02 00:00:00,503304614,772
2024-03-02 00:00:00,503304621,84
2024-03-02 00:00:00,503304623,162
2024-03-02 00:00:00,503304624,191
2024-03-02 00:00:00,503304631,1012
2024-03-02 00:00:00,503304632,78
2024-03-02 00:00:00,503304633,78
2024-03-02 00:00:00,503304634,1478
2024-03-02 00:00:00,503304641,1024
2024-03-02 00:00:00,503304642,570
2024-03-02 00:00:00,503304643,305
2024-03-02 00:00:00,503304644,1144
2024-03-02 00:00:00,503304651,573
2024-03-02 00:00:00,503304652,141
2024-03-02 00:00:00,503304654,84
2024-03-02 00:00:00,503304661,111
2024-03-02 00:00:00,503304662,356
2024-03-02 00:00:00,503304663,1478
2024-03-02 00:00:00,503304664,387
2024-03-02 00:00:00,503304671,1521
2024-03-02 00:00:00,503304672,826
2024-03-02 00:00:00,503304673,1619
